   1.8670287737904349e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.9396639123939149e+03	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0149066792367355e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.8784106062421837e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.0259686515621707e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.6531509954058460e+05	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0635052326626484e+06	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3635052326626484e+06	   1.8986136855363387e+13	   1.5983519784752770e+13	   1.7736520169344594e+13	   1.6616847326990758e+13	   1.4072620347434381e+13	
   1.6635052326626484e+06	   8.0596772743236641e+13	   4.9673671015898312e+13	   3.4014773648191781e+13	   2.4232883938678055e+13	   1.9494696904203363e+13	
   1.9635052326626484e+06	   9.7343504167975138e+14	   1.0802225162245251e+15	   6.3173488038938600e+14	   9.6318268228335675e+14	   8.1735643447559575e+14	
   2.2635052326626484e+06	   6.7823994182115040e+15	   6.8000024699035750e+15	   6.8195312227661240e+15	   6.9101241353061650e+15	   6.8775785784676630e+15	
   2.5635052326626484e+06	   3.4209686927649055e+15	   3.4449592329548620e+15	   3.5115452200053275e+15	   3.6733169506399680e+15	   3.7428098441432195e+15	
   2.8635052326626484e+06	   6.7951964053873840e+15	   6.7970726795093070e+15	   6.8226753246700300e+15	   6.8452192106614460e+15	   6.8608853947485940e+15	
   3.1635052326626484e+06	   6.7696865148407050e+15	   6.7732933828939620e+15	   6.7889692335458730e+15	   6.8114920199419290e+15	   6.8363475696641140e+15	
   3.4635052326626484e+06	   7.4835274021872970e+15	   7.5577376704849750e+15	   7.7424438258433290e+15	   7.8159039091511400e+15	   7.8876242430942740e+15	
   3.7565857586918855e+06	   8.9523382371481910e+15	   9.0410580948607060e+15	   9.1337989525222420e+15	   9.2287356535546860e+15	   9.3259161274192380e+15	
   4.0326427023344999e+06	   7.2047332384665460e+15	   7.3594749660739400e+15	   7.5177545969705860e+15	   7.6746936058729310e+15	   7.8347349142756740e+15	
   4.3084043375901170e+06	   8.1694834900915200e+15	   8.3932546458004390e+15	   7.7293769239437620e+15	   8.1816947916570110e+15	   8.6361379929052320e+15	
   4.6041625657933699e+06	   2.8480949293282060e+15	   4.7652748576847400e+15	   1.3253867544701348e+15	   1.7400327020179612e+15	   1.2313705588415012e+15	
   4.7090913736508489e+06	   2.4529969394130232e+16	   1.3270354200321510e+16	   6.4700736994235504e+16	   1.7894515690687166e+16	   1.8492147949567324e+16	
   4.8050697334953006e+06	   1.3912578820488358e+16	   1.6378559895976312e+16	   2.2666129838322212e+16	   2.2750454541089208e+16	   2.2842397550457192e+16	
   4.9442190370601313e+06	   1.7168461694376004e+16	   1.7205264806785264e+16	   1.7243691067990778e+16	   1.7274428401257640e+16	   1.7314195432254798e+16	
   5.0692810098339431e+06	   3.3879850289763000e+16	   5.2893003354146952e+16	   4.6147382030574824e+16	   5.3436383662244600e+16	   2.7651937297031512e+16	
   5.1588038567108698e+06	   2.3533245683666348e+16	   1.6268124181363806e+16	   5.6855135615188152e+16	   5.7463252761932432e+16	   5.7611336808836832e+16	
   5.2510842648668978e+06	   5.0950162126394368e+16	   5.0886856107067584e+16	   5.0872662477649808e+16	   5.1097918557801992e+16	   5.0797632301449872e+16	
   5.3382104059257116e+06	   5.9221417598568232e+16	   5.9167919375795280e+16	   5.9114037727551288e+16	   5.9062733810864720e+16	   5.9006419619467216e+16	
   5.4163124069304317e+06	   6.2121307109453208e+16	   6.2069900375418832e+16	   6.0598814567213096e+16	   6.1948615302894952e+16	   6.1897607023342856e+16	
   5.4994301064309916e+06	   3.7114454189760600e+16	   3.7178707070754080e+16	   3.7250323518802216e+16	   3.7328381442958760e+16	   3.7325499055830656e+16	
   5.6115093153543379e+06	   1.1327225604873578e+16	   8.5344104953465070e+15	   1.1251721050994738e+16	   1.1613114020592194e+16	   7.5871347014944575e+14	
   5.7686120378749613e+06	   7.7722649444200110e+15	   7.6876603561796960e+15	   7.8083538088781280e+15	   7.6367854045318540e+15	   7.5728316629986750e+15	
   5.9852970428882232e+06	   4.8482265950513940e+15	   4.8576114327005090e+15	   4.8735629687787430e+15	   4.8934991529108730e+15	   4.9357764701028960e+15	
   6.2704114352249941e+06	   3.6526475813583205e+15	   3.6661192307483295e+15	   3.7454340440101700e+15	   3.6953079831209480e+15	   3.7086453979401570e+15	
   6.5704114352249941e+06	   2.9151645923926360e+15	   3.1373861293674760e+15	   3.6409592521712500e+15	   3.2053461915906020e+15	   3.1334456167611530e+15	
   6.8704114352249941e+06	   8.5079261048887362e+14	   8.3512557153360738e+14	   1.2008126981741208e+15	   2.4856710467111715e+15	   2.5025302300615850e+15	
   7.1704114352249941e+06	   9.2755501034499900e+14	   1.2287894417628248e+15	   1.5193715744262882e+15	   1.7462115948886172e+15	   1.7405852115244340e+15	
   6.4006759390987642e+06	   9.7632053678459538e+14	   7.9439599714002012e+14	   7.0529624009394975e+14	   5.9319347781832362e+14	   1.3593394527521642e+14	
   6.4057174395987364e+06	   2.2630537192632141e+11	   2.3944036061524017e+11	   2.5096423935850211e+11	   2.6350321938803967e+11	   2.7579394130759863e+11	
   6.4639451220438434e+06	   6.3537906387957512e+10	   7.6999812978208817e+10	   8.8786204057151703e+10	   1.0035101066099367e+11	   1.1146662865549324e+11	
   6.7474510722685661e+06	  -2.6929665336755199e+09	   2.8382476983732882e+09	   1.4632876632326117e+10	   2.6352954621287209e+10	   3.7195745870510284e+10	
   7.0437477317863246e+06	  -9.5589929225120392e+09	  -1.0717748967557307e+08	  -3.2159852649347257e+07	  -3.7528261110620752e+07	   2.1450732118125312e+09	
   7.3002742381659318e+06	  -1.0187030467922430e+10	  -7.8115930707383871e+07	  -3.1647819057907768e+07	  -4.0098536068849966e+07	  -3.8120322965609781e+07	
   7.5481116831569318e+06	  -1.1295640226929665e+10	  -5.2314951175697631e+08	  -2.7400182932723697e+07	  -3.0969501351082589e+07	  -3.3628405660423048e+07	
